tof(microsec),V,E
20315,0.09733,0.00903
20325,0.09563,0.00866
20335,0.09282,0.00812
20345,0.09575,0.00706
20355,0.09221,0.00797
20365,0.09209,0.00883
20375,0.09026,0.0084
20385,0.08648,0.00866
20395,0.09636,0.00749
20405,0.09014,0.00769
20415,0.09331,0.0078
20425,0.09538,0.00803
20435,0.08867,0.00815
20445,0.09489,0.0082
20455,0.09184,0.00832
20465,0.09111,0.00746
20475,0.09197,0.00797
20485,0.09343,0.00855
20495,0.0916,0.00789
20505,0.09684,0.00789
20515,0.09087,0.0074
20525,0.0977,0.00849
20535,0.09367,0.00892
20545,0.09221,0.00843
20555,0.09123,0.00797
20565,0.08843,0.00837
20575,0.08892,0.00886
20585,0.08733,0.00789
20595,0.08489,0.00777
20605,0.08672,0.00803
20615,0.09282,0.00823
20625,0.08806,0.00806
20635,0.0844,0.00715
20645,0.08538,0.0082
20655,0.08928,0.00795
20665,0.08209,0.00849
20675,0.09111,0.0082
20685,0.08879,0.00906
20695,0.08757,0.00749
20705,0.0877,0.00797
20715,0.08514,0.00855
20725,0.08099,0.00829
20735,0.09258,0.00826
20745,0.09075,0.00703
20755,0.08623,0.00829
20765,0.0844,0.0074
20775,0.08684,0.00812
20785,0.08611,0.00872
20795,0.09355,0.00746
20805,0.08904,0.00689
20815,0.08684,0.00792
20825,0.08623,0.00783
20835,0.0905,0.00803
20845,0.08428,0.0086
20855,0.08245,0.00823
20865,0.08514,0.00757
20875,0.08379,0.00783
20885,0.08428,0.00823
20895,0.08148,0.00795
20905,0.08209,0.00826
20915,0.09014,0.00837
20925,0.08538,0.0082
20935,0.0827,0.00775
20945,0.08636,0.0068
20955,0.08477,0.00849
20965,0.0827,0.00783
20975,0.08782,0.00772
20985,0.08026,0.00715
20995,0.08209,0.00692
21005,0.08428,0.00829
21015,0.0794,0.00815
21025,0.08245,0.00815
21035,0.08184,0.00772
21045,0.07867,0.008
21055,0.07745,0.00752
21065,0.08294,0.00777
21075,0.08209,0.00709
21085,0.0844,0.00777
21095,0.08001,0.0076
21105,0.0816,0.00732
21115,0.0805,0.00735
21125,0.0844,0.0074
21135,0.08318,0.0078
21145,0.07879,0.00732
21155,0.08209,0.00797
21165,0.08538,0.00835
21175,0.07867,0.00752
21185,0.07818,0.00872
21195,0.08135,0.00823
21205,0.08697,0.008
21215,0.07916,0.00757
21225,0.07709,0.008
21235,0.07501,0.00743
21245,0.08233,0.00837
21255,0.08526,0.00809
21265,0.08111,0.00723
21275,0.07684,0.00777
21285,0.07562,0.00832
21295,0.0744,0.00826
21305,0.0766,0.00729
21315,0.07635,0.00806
21325,0.0827,0.00877
21335,0.08074,0.00732
21345,0.07952,0.00812
21355,0.08087,0.008
21365,0.07489,0.00743
21375,0.07367,0.0074
21385,0.07257,0.00717
21395,0.07269,0.00832
21405,0.0755,0.00803
21415,0.07635,0.00872
21425,0.07672,0.00746
21435,0.07684,0.00855
21445,0.08123,0.00769
21455,0.07928,0.00835
21465,0.07501,0.00815
21475,0.07587,0.00806
21485,0.07538,0.00809
21495,0.07965,0.00743
21505,0.07245,0.00777
21515,0.07757,0.00769
21525,0.07818,0.0088
21535,0.07599,0.00752
21545,0.07367,0.00752
21555,0.08148,0.0082
21565,0.07684,0.00797
21575,0.06977,0.00849
21585,0.06916,0.00812
21595,0.06708,0.00735
21605,0.07416,0.00843
21615,0.07221,0.00743
21625,0.07111,0.00717
21635,0.07111,0.00735
21645,0.07038,0.00777
21655,0.07489,0.00823
21665,0.07574,0.00877
21675,0.07318,0.00806
21685,0.07111,0.0074
21695,0.07489,0.00835
21705,0.07879,0.00797
21715,0.07574,0.00743
21725,0.07257,0.00789
21735,0.07623,0.00755
21745,0.07404,0.00855
21755,0.07257,0.00715
21765,0.07562,0.00769
21775,0.07428,0.0074
21785,0.06952,0.00826
21795,0.07135,0.00803
21805,0.07294,0.00789
21815,0.06769,0.00786
21825,0.0733,0.00852
21835,0.06806,0.00835
21845,0.06916,0.00669
21855,0.07135,0.00846
21865,0.07135,0.0074
21875,0.07318,0.00835
21885,0.06379,0.00723
21895,0.07086,0.00817
21905,0.06403,0.00726
21915,0.07074,0.00732
21925,0.07379,0.00772
21935,0.07147,0.00752
21945,0.0683,0.00826
21955,0.07086,0.00749
21965,0.06769,0.00683
21975,0.06599,0.00755
21985,0.06623,0.00763
21995,0.07135,0.0078
22005,0.07147,0.00817
22015,0.07379,0.00826
22025,0.06477,0.00883
22035,0.06623,0.00803
22045,0.07099,0.00772
22055,0.0666,0.00692
22065,0.06318,0.0076
22075,0.07062,0.00675
22085,0.07001,0.007
22095,0.06769,0.0066
22105,0.06721,0.00803
22115,0.06879,0.0074
22125,0.06696,0.00675
22135,0.06623,0.00726
22145,0.06477,0.00786
22155,0.06916,0.00717
22165,0.06489,0.00712
22175,0.06757,0.00632
22185,0.06147,0.00849
22195,0.06538,0.00777
22205,0.06647,0.007
22215,0.06257,0.00689
22225,0.06355,0.00692
22235,0.06062,0.00743
22245,0.06452,0.0076
22255,0.06464,0.00815
22265,0.06452,0.00677
22275,0.06586,0.00797
22285,0.06965,0.0078
22295,0.0655,0.00735
22305,0.0683,0.00883
22315,0.06257,0.00775
22325,0.06184,0.00726
22335,0.0644,0.00663
22345,0.06233,0.00712
22355,0.0616,0.00749
22365,0.06647,0.00772
22375,0.06891,0.00749
22385,0.06208,0.007
22395,0.06464,0.00683
22405,0.06696,0.00729
22415,0.06294,0.00666
22425,0.0594,0.00683
22435,0.06086,0.00663
22445,0.06525,0.00666
22455,0.06184,0.00692
22465,0.0616,0.00635
22475,0.06452,0.00775
22485,0.06062,0.00729
22495,0.06135,0.00655
22505,0.06123,0.007
22515,0.06623,0.00669
22525,0.05842,0.00652
22535,0.06538,0.00692
22545,0.06013,0.00606
22555,0.06001,0.00703
22565,0.06062,0.00689
22575,0.06672,0.00723
22585,0.06233,0.00617
22595,0.06196,0.0068
22605,0.06489,0.0076
22615,0.06086,0.00677
22625,0.06318,0.0068
22635,0.06135,0.00672
22645,0.0605,0.00732
22655,0.05989,0.0062
22665,0.06306,0.00663
22675,0.06208,0.00706
22685,0.06086,0.00746
22695,0.05867,0.00612
22705,0.06196,0.00763
22715,0.06099,0.00672
22725,0.05916,0.00683
22735,0.05696,0.00655
22745,0.05916,0.00652
22755,0.06355,0.00657
22765,0.06416,0.00715
22775,0.05367,0.00735
22785,0.05623,0.00657
22795,0.06099,0.00703
22805,0.06184,0.00692
22815,0.05635,0.00675
22825,0.06123,0.00697
22835,0.06038,0.006
22845,0.0594,0.00689
22855,0.05867,0.00589
22865,0.05562,0.00692
22875,0.05928,0.00586
22885,0.0572,0.00649
22895,0.0616,0.00637
22905,0.05891,0.00649
22915,0.05806,0.0064
22925,0.05903,0.0054
22935,0.0572,0.00672
22945,0.05269,0.00597
22955,0.06013,0.00672
22965,0.05806,0.00677
22975,0.05964,0.00652
22985,0.05562,0.00669
22995,0.05379,0.006
23005,0.05708,0.0064
23015,0.05501,0.00592
23025,0.05428,0.00637
23035,0.05452,0.00632
23045,0.05562,0.00557
23055,0.06062,0.00617
23065,0.05623,0.00577
23075,0.0555,0.00632
23085,0.05001,0.00623
23095,0.05184,0.00629
23105,0.0583,0.00595
23115,0.05123,0.00632
23125,0.05842,0.00623
23135,0.05379,0.00663
23145,0.05379,0.0058
23155,0.05391,0.00537
23165,0.05086,0.00655
23175,0.05416,0.00709
23185,0.05623,0.00577
23195,0.05769,0.00609
23205,0.05111,0.00583
23215,0.05159,0.0066
23225,0.05037,0.00506
23235,0.05123,0.0058
23245,0.05513,0.00549
23255,0.05586,0.006
23265,0.05306,0.00663
23275,0.05342,0.00629
23285,0.05013,0.00606
23295,0.05428,0.00557
23305,0.05123,0.00595
23315,0.05086,0.00549
23325,0.0522,0.0058
23335,0.05306,0.00489
23345,0.05172,0.00635
23355,0.05355,0.0062
23365,0.05623,0.00517
23375,0.05733,0.00523
23385,0.05769,0.00626
23395,0.05086,0.00566
23405,0.05184,0.00574
23415,0.04586,0.00603
23425,0.04842,0.00669
23435,0.05208,0.00612
23445,0.05245,0.00474
23455,0.05342,0.00646
23465,0.0555,0.00566
23475,0.05635,0.00589
23485,0.04915,0.00566
23495,0.05525,0.0052
23505,0.04891,0.00589
23515,0.05586,0.00569
23525,0.04964,0.00523
23535,0.05086,0.00603
23545,0.05257,0.00497
23555,0.05111,0.00569
23565,0.04879,0.00617
23575,0.05294,0.00597
23585,0.05147,0.00552
23595,0.04793,0.00554
23605,0.05037,0.00595
23615,0.05062,0.00595
23625,0.05172,0.00592
23635,0.04952,0.00583
23645,0.0461,0.00643
23655,0.0533,0.00589
23665,0.05159,0.00532
23675,0.05464,0.00534
23685,0.05476,0.0058
23695,0.04854,0.00554
23705,0.05196,0.00574
23715,0.05281,0.00586
23725,0.0483,0.00592
23735,0.05111,0.00617
23745,0.04915,0.00677
23755,0.05123,0.00595
23765,0.04598,0.00574
23775,0.05086,0.00646
23785,0.04976,0.00572
23795,0.05062,0.00723
23805,0.05245,0.00609
23815,0.04915,0.00574
23825,0.05257,0.00637
23835,0.05123,0.0068
23845,0.04879,0.00646
23855,0.05013,0.00652
23865,0.05184,0.00686
23875,0.04745,0.00569
23885,0.05245,0.00574
23895,0.04903,0.00626
23905,0.04915,0.00626
23915,0.0494,0.0054
23925,0.04842,0.00566
23935,0.04708,0.00554
23945,0.05208,0.00563
23955,0.0461,0.00543
23965,0.05257,0.00609
23975,0.04879,0.00532
23985,0.04562,0.00554
23995,0.05196,0.00603
24005,0.04757,0.00554
24015,0.05025,0.00494
24025,0.0461,0.00494
24035,0.05037,0.00486
24045,0.04842,0.00534
24055,0.04708,0.00552
24065,0.0483,0.00512
24075,0.04891,0.00494
24085,0.04489,0.00489
24095,0.04415,0.00489
24105,0.04769,0.00466
24115,0.04964,0.00477
24125,0.04171,0.00537
24135,0.05111,0.00514
24145,0.04732,0.00537
24155,0.04537,0.00503
24165,0.04903,0.00574
24175,0.04452,0.00543
24185,0.0455,0.00529
24195,0.04586,0.00537
24205,0.04952,0.00572
24215,0.0455,0.00512
24225,0.04598,0.00514
24235,0.04208,0.0054
24245,0.04147,0.00494
24255,0.04537,0.00526
24265,0.04659,0.00529
24275,0.04525,0.0052
24285,0.04171,0.00552
24295,0.04391,0.00512
24305,0.04489,0.00532
24315,0.0444,0.00452
24325,0.04684,0.005
24335,0.04769,0.00466
24345,0.04623,0.0052
24355,0.0483,0.0054
24365,0.04489,0.00572
24375,0.04196,0.00463
24385,0.0461,0.00552
24395,0.04623,0.00466
24405,0.04806,0.0048
24415,0.04586,0.00489
24425,0.04476,0.00514
24435,0.04696,0.0052
24445,0.04574,0.00446
24455,0.04562,0.00449
24465,0.04293,0.00477
24475,0.04745,0.0046
24485,0.0472,0.00489
24495,0.04769,0.00492
24505,0.04208,0.00477
24515,0.05074,0.00492
24525,0.04696,0.00423
24535,0.04391,0.0048
24545,0.0444,0.00497
24555,0.04281,0.00472
24565,0.04354,0.00449
24575,0.04428,0.00492
24585,0.04208,0.00394
24595,0.04379,0.00477
24605,0.04037,0.00417
24615,0.04245,0.00486
24625,0.04184,0.00466
24635,0.04147,0.00457
24645,0.04269,0.00457
24655,0.04306,0.00486
24665,0.04537,0.0046
24675,0.04489,0.0046
24685,0.04367,0.00412
24695,0.04232,0.00469
24705,0.04074,0.00409
24715,0.04293,0.0046
24725,0.04135,0.00474
24735,0.04208,0.00434
24745,0.04086,0.0048
24755,0.04525,0.00492
24765,0.04489,0.00486
24775,0.04867,0.00466
24785,0.0411,0.00417
24795,0.04562,0.00463
24805,0.04196,0.00466
24815,0.04562,0.00409
24825,0.04293,0.00412
24835,0.04196,0.0052
24845,0.04525,0.004
24855,0.04379,0.00457
24865,0.04037,0.00414
24875,0.04086,0.00474
24885,0.04367,0.00417
24895,0.0372,0.00354
24905,0.04354,0.00446
24915,0.0411,0.00426
24925,0.04074,0.00457
24935,0.03976,0.00409
24945,0.04415,0.00489
24955,0.03805,0.00452
24965,0.03891,0.0044
24975,0.04159,0.00406
24985,0.04232,0.00486
24995,0.04208,0.00486
25005,0.04196,0.00394
25015,0.03574,0.0046
25025,0.04647,0.0044
25035,0.03732,0.00429
25045,0.04232,0.00377
25055,0.04098,0.0044
25065,0.0394,0.00449
25075,0.0383,0.00409
25085,0.04049,0.00417
25095,0.03891,0.00403
25105,0.03745,0.00452
25115,0.03866,0.00429
25125,0.03805,0.00443
25135,0.04025,0.00392
25145,0.03647,0.00452
25155,0.04086,0.00414
25165,0.04123,0.00437
25175,0.04013,0.00363
25185,0.03988,0.00417
25195,0.04306,0.00397
25205,0.03927,0.00383
25215,0.03854,0.00423
25225,0.0411,0.00429
25235,0.03988,0.00397
25245,0.03659,0.00423
25255,0.03684,0.00374
25265,0.03793,0.00432
25275,0.04037,0.00366
25285,0.03635,0.00426
25295,0.0383,0.00383
25305,0.0372,0.00389
25315,0.0383,0.00426
25325,0.03915,0.00394
25335,0.0383,0.00472
25345,0.0383,0.00483
25355,0.04123,0.0042
25365,0.03549,0.0038
25375,0.04306,0.00397
25385,0.04245,0.00437
25395,0.03866,0.00437
25405,0.03549,0.00372
25415,0.03781,0.00403
25425,0.03757,0.00397
25435,0.03745,0.00403
25445,0.03671,0.00372
25455,0.04013,0.00389
25465,0.03988,0.00423
25475,0.03525,0.00434
25485,0.03476,0.00443
25495,0.03793,0.0036
25505,0.04171,0.00374
25515,0.03842,0.00457
25525,0.03574,0.00392
25535,0.0394,0.00406
25545,0.03976,0.00417
25555,0.03964,0.00349
25565,0.03562,0.00374
25575,0.0383,0.0036
25585,0.03598,0.00357
25595,0.03623,0.00332
25605,0.03476,0.00374
25615,0.03854,0.00357
25625,0.03623,0.00363
25635,0.03818,0.00389
25645,0.03476,0.00406
25655,0.03476,0.00406
25665,0.03586,0.00329
25675,0.03842,0.00369
25685,0.03671,0.00366
25695,0.03293,0.0036
25705,0.03659,0.0038
25715,0.03696,0.00354
25725,0.03427,0.00352
25735,0.0322,0.00337
25745,0.03562,0.00423
25755,0.0383,0.00334
25765,0.03818,0.0044
25775,0.03586,0.00346
25785,0.03671,0.00334
25795,0.0383,0.00363
25805,0.03647,0.00363
25815,0.03781,0.00349
25825,0.03537,0.00354
25835,0.03647,0.0036
25845,0.04281,0.00309
25855,0.04037,0.00357
25865,0.03452,0.00309
25875,0.03525,0.00343
25885,0.03232,0.00317
25895,0.03488,0.00349
25905,0.03927,0.00337
25915,0.0361,0.0032
25925,0.0383,0.00349
25935,0.03635,0.00349
25945,0.03379,0.00372
25955,0.03684,0.0036
25965,0.03488,0.00403
25975,0.0372,0.00297
25985,0.03842,0.00329
25995,0.03586,0.0032
26005,0.03549,0.00312
26015,0.03562,0.00349
26025,0.03635,0.00363
26035,0.03745,0.00326
26045,0.03891,0.00426
26055,0.03574,0.00272
26065,0.03927,0.00306
26075,0.03537,0.00357
26085,0.03574,0.00303
26095,0.03415,0.00332
26105,0.03659,0.00357
26115,0.03403,0.00374
26125,0.03501,0.00337
26135,0.03269,0.00297
26145,0.03061,0.00357
26155,0.03818,0.00377
26165,0.0344,0.00309
26175,0.03781,0.00326
26185,0.03293,0.00329
26195,0.0344,0.00386
26205,0.03147,0.00366
26215,0.03696,0.00349
26225,0.0344,0.00297
26235,0.03757,0.00363
26245,0.03305,0.00337
26255,0.03415,0.0034
26265,0.03305,0.0036
26275,0.0344,0.00326
26285,0.03586,0.00314
26295,0.0344,0.00309
26305,0.03647,0.003
26315,0.03366,0.00323
26325,0.03379,0.00306
26335,0.04037,0.00317
26345,0.03708,0.00352
26355,0.03574,0.00314
26365,0.0322,0.00303
26375,0.02988,0.003
26385,0.0344,0.00369
26395,0.03061,0.00289
26405,0.03171,0.00334
26415,0.03244,0.00292
26425,0.03635,0.00312
26435,0.03647,0.00274
26445,0.03379,0.00286
26455,0.03366,0.00297
26465,0.0322,0.00312
26475,0.03525,0.0032
26485,0.03318,0.00329
26495,0.03403,0.00252
26505,0.03562,0.00303
26515,0.03074,0.00312
26525,0.03513,0.00274
26535,0.03061,0.00343
26545,0.03488,0.00303
26555,0.03732,0.00352
26565,0.03183,0.00277
26575,0.03318,0.00303
26585,0.0333,0.0026
26595,0.03354,0.00292
26605,0.03037,0.00312
26615,0.03464,0.00329
26625,0.03464,0.00269
26635,0.03318,0.0036
26645,0.03403,0.00326
26655,0.03452,0.00286
26665,0.03769,0.00337
26675,0.03562,0.00237
26685,0.03159,0.00263
26695,0.03525,0.00272
26705,0.02891,0.00286
26715,0.03415,0.00312
26725,0.03366,0.00312
26735,0.03074,0.00274
26745,0.03488,0.00286
26755,0.03257,0.00283
26765,0.02988,0.00246
26775,0.03281,0.00274
26785,0.02976,0.00246
26795,0.03379,0.00306
26805,0.03086,0.00306
26815,0.03342,0.00283
26825,0.03183,0.00252
26835,0.03257,0.00289
26845,0.03342,0.00272
26855,0.03244,0.00306
26865,0.03293,0.00249
26875,0.0322,0.00214
26885,0.03025,0.00306
26895,0.03122,0.00294
26905,0.03037,0.00274
26915,0.03427,0.00263
26925,0.02988,0.00286
26935,0.03171,0.00277
26945,0.02976,0.00283
26955,0.03464,0.00272
26965,0.03159,0.00389
26975,0.03354,0.0028
26985,0.02793,0.00254
26995,0.03171,0.00234
27005,0.03354,0.0028
27015,0.03159,0.0028
27025,0.03305,0.00277
27035,0.03647,0.00332
27045,0.03074,0.00243
27055,0.03171,0.00263
27065,0.03183,0.0026
27075,0.02732,0.00269
27085,0.03244,0.00234
27095,0.02964,0.00323
27105,0.03427,0.00254
27115,0.02854,0.00263
27125,0.02879,0.00237
27135,0.03366,0.00277
27145,0.02964,0.00272
27155,0.03366,0.00249
27165,0.03074,0.00246
27175,0.03183,0.00306
27185,0.03208,0.00277
27195,0.03208,0.003
27205,0.03,0.00294
27215,0.03208,0.00243
27225,0.03159,0.00292
27235,0.03074,0.00317
27245,0.03183,0.00266
27255,0.02879,0.00283
27265,0.02939,0.00254
27275,0.02891,0.00226
27285,0.03061,0.00269
27295,0.03354,0.00292
27305,0.03013,0.00337
27315,0.03135,0.00303
27325,0.02927,0.00257
27335,0.0333,0.003
27345,0.03525,0.00277
27355,0.02964,0.00194
27365,0.03049,0.00217
27375,0.03147,0.00277
27385,0.0333,0.00226
27395,0.03013,0.00303
27405,0.03257,0.003
27415,0.03135,0.00263
27425,0.03257,0.00237
27435,0.03,0.00312
27445,0.03147,0.00226
27455,0.03086,0.00294
27465,0.03098,0.00314
27475,0.02818,0.00191
27485,0.02903,0.00292
27495,0.03403,0.00257
27505,0.03086,0.00223
27515,0.02805,0.00269
27525,0.02952,0.0032
27535,0.03183,0.0024
27545,0.03183,0.00272
27555,0.0261,0.00217
27565,0.02805,0.0024
27575,0.02915,0.0022
27585,0.02793,0.00257
27595,0.03196,0.00263
27605,0.03183,0.00257
27615,0.03098,0.00263
27625,0.03086,0.00237
27635,0.02683,0.00249
27645,0.02988,0.00232
27655,0.03,0.00223
27665,0.02988,0.00223
27675,0.03403,0.00237
27685,0.02818,0.00274
27695,0.02903,0.00263
27705,0.03183,0.00249
27715,0.02976,0.00286
27725,0.02976,0.00246
27735,0.02769,0.00286
27745,0.0272,0.00254
27755,0.02939,0.00252
27765,0.02879,0.00269
27775,0.03,0.0024
27785,0.02976,0.00254
27795,0.02842,0.00209
27805,0.02842,0.00266
27815,0.03476,0.00232
27825,0.03318,0.00197
27835,0.02769,0.00277
27845,0.0311,0.0022
27855,0.03074,0.00169
27865,0.02915,0.00234
27875,0.02842,0.00212
27885,0.02793,0.00234
27895,0.02903,0.00254
27905,0.02927,0.00191
27915,0.03049,0.00232
27925,0.02586,0.00209
27935,0.0322,0.00252
27945,0.02927,0.00232
27955,0.02757,0.00217
27965,0.02842,0.0022
27975,0.02988,0.00234
27985,0.02891,0.00246
27995,0.02659,0.00206
28005,0.02744,0.00243
28015,0.03122,0.0016
28025,0.02818,0.00229
28035,0.02805,0.00257
28045,0.02915,0.00237
28055,0.03074,0.00226
28065,0.03,0.00234
28075,0.0283,0.00243
28085,0.02793,0.00197
28095,0.02696,0.00217
28105,0.02879,0.00254
28115,0.02805,0.0018
28125,0.02854,0.00254
28135,0.02976,0.00223
28145,0.02683,0.00191
28155,0.02879,0.00237
28165,0.02818,0.00229
28175,0.02708,0.00209
28185,0.0283,0.00229
28195,0.02952,0.00214
28205,0.02793,0.00217
28215,0.02927,0.00249
28225,0.02891,0.00157
28235,0.03147,0.00263
28245,0.02952,0.00252
28255,0.0322,0.00246
28265,0.03171,0.00249
28275,0.03013,0.0024
28285,0.02378,0.00214
28295,0.02549,0.00234
28305,0.02891,0.00203
28315,0.02988,0.00229
28325,0.02635,0.00226
28335,0.03049,0.00243
28345,0.02818,0.00226
28355,0.03013,0.00189
28365,0.02439,0.00237
28375,0.0283,0.00232
28385,0.02915,0.00209
28395,0.02781,0.00206
28405,0.02635,0.00226
28415,0.02513,0.00206
28425,0.0322,0.00209
28435,0.02635,0.00206
28445,0.03025,0.00223
28455,0.02781,0.00206
28465,0.02635,0.00214
28475,0.02879,0.00226
28485,0.02708,0.00203
28495,0.03049,0.00209
28505,0.02964,0.00223
28515,0.02549,0.00232
28525,0.02696,0.00223
28535,0.02793,0.00189
28545,0.0283,0.00189
28555,0.0272,0.00166
28565,0.02598,0.0022
28575,0.0272,0.00191
28585,0.02805,0.00269
28595,0.02854,0.002
28605,0.02891,0.0026
28615,0.02854,0.00191
28625,0.02683,0.00191
28635,0.02744,0.00183
28645,0.02683,0.00197
28655,0.02513,0.00194
28665,0.02598,0.00194
28675,0.02537,0.0018
28685,0.02744,0.00223
28695,0.02805,0.00177
28705,0.02879,0.00209
28715,0.03061,0.00157
28725,0.02659,0.00191
28735,0.0261,0.00252
28745,0.02842,0.00232
28755,0.02561,0.00191
28765,0.02622,0.00191
28775,0.02952,0.00214
28785,0.02744,0.00191
28795,0.02708,0.00214
28805,0.02574,0.00171
28815,0.03,0.00191
28825,0.02598,0.00177
28835,0.02866,0.00186
28845,0.02561,0.00163
28855,0.02659,0.00217
28865,0.02769,0.00163
28875,0.02561,0.00226
28885,0.02549,0.00171
28895,0.02622,0.00177
28905,0.02744,0.00203
28915,0.02732,0.0022
28925,0.025,0.00203
28935,0.025,0.002
28945,0.02854,0.00212
28955,0.02805,0.00191
28965,0.02586,0.00191
28975,0.02549,0.00209
28985,0.02939,0.00254
28995,0.02561,0.00171
29005,0.02818,0.00217
29015,0.02866,0.00214
29025,0.02549,0.00174
29035,0.02525,0.00191
29045,0.02818,0.00186
29055,0.02549,0.002
29065,0.02927,0.0024
29075,0.02622,0.00206
29085,0.02305,0.00209
29095,0.02391,0.0022
29105,0.02452,0.00174
29115,0.02488,0.00197
29125,0.02598,0.00177
29135,0.02269,0.00191
29145,0.02732,0.00186
29155,0.02488,0.00206
29165,0.02586,0.00212
29175,0.02659,0.002
29185,0.02683,0.00223
29195,0.02635,0.0016
29205,0.02732,0.00189
29215,0.02439,0.00174
29225,0.02939,0.00151
29235,0.02732,0.0016
29245,0.02403,0.00214
29255,0.02598,0.00169
29265,0.02244,0.00154
29275,0.02915,0.00197
29285,0.02464,0.0018
29295,0.02513,0.00194
29305,0.02744,0.00246
29315,0.02537,0.00189
29325,0.02476,0.00154
29335,0.02366,0.00189
29345,0.02854,0.0018
29355,0.02671,0.002
29365,0.02732,0.00177
29375,0.02854,0.00186
29385,0.02342,0.00214
29395,0.02415,0.00169
29405,0.02586,0.00209
29415,0.02452,0.00177
29425,0.02757,0.00206
29435,0.0261,0.00177
29445,0.02574,0.00212
29455,0.02525,0.00166
29465,0.02732,0.00197
29475,0.02574,0.00203
29485,0.02659,0.00177
29495,0.02708,0.00166
29505,0.02366,0.00174
29515,0.02622,0.00183
29525,0.02317,0.002
29535,0.02647,0.00191
29545,0.02586,0.00163
29555,0.02574,0.00194
29565,0.02708,0.00154
29575,0.02586,0.00191
29585,0.02378,0.00186
29595,0.02635,0.00194
29605,0.0272,0.00183
29615,0.02525,0.00186
29625,0.03,0.00154
29635,0.02854,0.00169
29645,0.02525,0.00174
29655,0.02476,0.00186
29665,0.02879,0.00169
29675,0.02281,0.00149
29685,0.02732,0.00126
29695,0.02708,0.00177
29705,0.02342,0.00177
29715,0.02805,0.00143
29725,0.02427,0.00149
29735,0.02622,0.00189
29745,0.02403,0.00171
29755,0.025,0.0018
29765,0.02781,0.00149
29775,0.025,0.00163
29785,0.02464,0.00212
29795,0.02513,0.00212
29805,0.02659,0.00194
29815,0.02598,0.00183
29825,0.02708,0.00194
29835,0.02683,0.0018
29845,0.02513,0.00171
29855,0.02647,0.00171
29865,0.02415,0.002
29875,0.02805,0.00212
29885,0.02391,0.0022
29895,0.02403,0.00171
29905,0.02976,0.00171
29915,0.02439,0.0014
29925,0.02427,0.00171
29935,0.02256,0.00191
29945,0.025,0.00194
29955,0.02549,0.00177
29965,0.02354,0.00154
29975,0.02513,0.0018
29985,0.02366,0.0018
29995,0.02342,0.00171
30005,0.02244,0.00166
30015,0.02476,0.00189
30025,0.025,0.00186
30035,0.0261,0.00146
30045,0.02513,0.00169
30055,0.02427,0.00183
30065,0.02561,0.00157
30075,0.02635,0.00146
30085,0.02354,0.00189
30095,0.02537,0.00169
30105,0.02256,0.00191
30115,0.0261,0.00169
30125,0.02452,0.00174
30135,0.02488,0.00186
30145,0.025,0.00197
30155,0.02342,0.00143
30165,0.02427,0.00194
30175,0.0272,0.00149
30185,0.02269,0.00169
30195,0.02574,0.00174
30205,0.02598,0.00169
30215,0.02476,0.00166
30225,0.02122,0.00194
30235,0.02378,0.0016
30245,0.02757,0.00169
30255,0.02549,0.00163
30265,0.02452,0.00157
